,Date,Startup Name,Industry,Sub-Vertical,City,Investors’ Name,Investment Type,Amount (In USD)
2673,2015-12-15,BookEventz,Event Venue Booking Platform,Event Venue Booking Platform,Mumbai,"Mumbai Angels, Singapore Angel Network, Zishaan Hayath",Seed Funding,
2674,2015-12-22,Industrybuying,Online Marketplace for Industrial Goods,Online Marketplace for Industrial Goods,Delhi,"Murugappa Group, TVS Group, Vellayan Subbiah, Arathi Krishna, Arun Venkatachalam",Seed Funding,
2675,2016-01-14,Buildkar,ECommerce,Construction Material Marketplace,Bengaluru,"Mustafa Wajid, Umang Kumar & Others",Seed Funding,
2676,2016-01-07,PitStop,Consumer Internet,Automobile Service Booking App,Bengaluru,Myntra/LivSpace Founders,Seed Funding,
2677,2016-04-04,Highway Delite,Consumer Internet,Various Highway Help Services,Bengaluru,N.S. Raghavan Centre for Entrepreneurial Learning,Seed Funding,
2678,2018-07-23,Yulu Bikes,Technology,Bicycle-Sharing Platform,Bengaluru,,Seed/ Angel Funding,
2679,2017-07-06,MyCity4kids,Consumer Internet,parenting blog and kids’ events discovery platform,Gurugram,,Seed Funding,
2680,2015-12-01,Zapluk,"Health, Wellness & Beauty Services App","Health, Wellness & Beauty Services App",Hyderabad,,Seed Funding,
2681,2017-05-29,Cube Consumer Services,Consumer Internet,Finance management Mobile app,Mumbai,,Seed Funding,
2682,2016-07-25,10i Commerce Services,Technology,ECommerce Technology Solutions,Bengaluru,Nandan Nilekani,Seed Funding,
2683,2015-09-15,Mubble,Prepaid Mobile Bill Manager App,Prepaid Mobile Bill Manager App,Bengaluru,Nandan Nilekani,Seed Funding,
2684,2016-04-27,RailYatri,Consumer Internet,Train Related Information portal,Noida,"Nandan Nilekani, Helion Ventures, Omidyar Networks, Blume Ventures",Private Equity,
2685,2016-02-18,Tracxn,Technology,Indian Startup ecosystem trends analyzer & funding platform,Bengaluru,"Nandan Nilekani, Mohandas Pai, Neeraj Arora, Anand Rajaraman, Girish Mathrubootham, Aneesh Reddy & Teruhide Sato",Private Equity,
2686,2015-06-08,PosterGully,Artist / Designer Marketplace,Artist / Designer Marketplace,Delhi,"Natarajan Iyer,Rajesh Sawhney,  & other Angel investors.",Seed Funding,
2687,2016-03-07,Wooplr,ECommerce,Curated Fashion ECommerce portal,Bengaluru,"Naveen Tewari, Abhay Singhal, Amit Gupta, Piyush Shah, Raghunandan G, Rajiv Mehta",Seed Funding,
2688,2017-08-11,Moong Labs,Technology,Mobile games developer,Delhi,Nazara Games,Private Equity,
2689,2016-04-07,Truly Social,Consumer Internet,Mobile Gaming Studio,London,Nazara Technologies Pvt Ltd,Private Equity,
2690,2017-04-29,Qriyo,Consumer Internet,Tutor Discovery & Booking platform,Jaipur,NB Ventures,Private Equity,
2691,2018-06-05,Zoctr,Healthcare,Online Healthcare Aggregator,Mumbai,NB Ventures and Others,Seed/ Angel Funding,
2692,2015-08-18,IDfy,Online Identity Verification Services platform,Online Identity Verification Services platform,Mumbai,"NEA, Blume Ventures & others",Private Equity,
2693,2016-06-24,PratiLipi,Consumer Internet,Multi-Lingual self-publishing platform,Bengaluru,Nexus Venture Partners,Seed Funding,
2694,2016-02-05,Turtlemint,Consumer Internet,online personalized insurance platform,Mumbai,Nexus Venture Partners,Private Equity,
2695,2017-06-13,HyperTrack,Technology,Location tracking solutions,Delhi,"Nexus Venture Partners, Founders Fund",Private Equity,
2696,2017-10-18,Hasura,Technology,App building platform,Chennai,"Nexus, GREE Ventures",Private Equity,
2697,2016-07-20,iServe Financial,Consumer Internet,Loan Comparison & Deals platform,Pune,Nilesh Shah,Seed Funding,
2698,2016-05-01,MotoMojo,Consumer Internet,Mobile based Vehicle maintenance App,Mumbai,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",Seed Funding,
2699,2016-10-25,SatvaKart,ECommerce,Online Grocery Etailer,Gurugram,Nimit Panigrahi,Seed Funding,
2700,2017-05-05,HealthMir,Consumer Internet,AI-based health content platform,Delhi,Nimit Panigrahi,Seed Funding,
2701,2016-06-16,ThinkPhi,Technology,Sustainable Green Tech Solution developer,Mumbai,Nimmagadda Prasad,Seed Funding,
2702,2015-12-16,STAGE 3,Online Renting platform,Online Renting platform,Delhi,"Nisha Sharma, Puneet Dalmia, Balaji Prabhakar",Seed Funding,
2703,2017-11-15,Reniso,Technology,End-to-End property management for landlords living away,Delhi,"Nishit Sharma, Alok Srivastava",Seed Funding,
2704,2016-04-22,Druva,Technology,Converged Backup & Data Protection Solutions for Enterprises,Pune,"NTT Finance, Telephone Corporation",Private Equity,
2705,2015-06-24,Sigrid Education,Online Education Platform,Education/E-learning,Noida,Oliphans Capital,Seed Funding,
2706,2017-03-30,Klinic App,Consumer Internet,Pathology & Diagnostic Tests Portal,Gurugram,Om Chaudhry,Seed Funding,
2707,2015-02-02,NowFloats,Industry / Vertical,Sub-Vertical,City / Location,Omidyar Network,Private Equity,
2708,2016-02-22,NewsLaundry,Consumer Internet,Independent News Media Portal,Delhi,"Omidyar Network,  Vikram Lal, Abhijit Bhandari, Mahesh Murthy, Shashank Bhagat",Private Equity,
2709,2016-06-30,Scripbox,Consumer Internet,Online Mutual Fund Investment platform,Bengaluru,"Omidyar Network, Accel Partners & existing investors",Private Equity,
2710,2018-04-26,RailYatri,Consumer Internet,Online Travel Ticketing Platform,Noida,"Omidyar Network, Nandan Nilekani, Blume Ventures, Helion Venture Partners",Private Equity,
2711,2015-07-01,Retigence Technologies,Business IT Intelligence Services,Business IT Intelligence Services,Mumbai,Omnivore Partners,Private Equity,
2712,2017-07-18,MObiquest,Technology,Mobile Services & Solutions,Noida,One97 Communication Ltd,Private Equity,
2713,2015-08-17,Gadgets 360,Car & Bike ecommerce platform,Car & Bike ecommerce platform,Delhi,One97 Communications,Private Equity,
2714,2017-04-26,ZipGo,Consumer Internet,Bus Pooling services platform,Bengaluru,"Orios Ventures Partners, Team Builder Ventures, Omidyar Networks",Private Equity,
2715,2015-11-18,Pickrr,On-Demand Local Logistics provider,On-Demand Local Logistics provider,Delhi,Palaash Ventures,Seed Funding,
2716,2017-02-24,Oglas,Consumer Internet,Mobile Advertising App,Noida,"Pankaj Rungta, Yogesh Agarwal",Seed Funding,
2717,2015-06-10,Guiddoo,Travel Guide Mobile App,Travel Guide Mobile App,Mumbai,"Pawan Borle, SVP Fly Dubai & Others",Seed Funding,
2718,2016-04-18,Rapido,Consumer Internet,Bike Aggregator App,Bengaluru,"Pawan Munjal, AdvantEdge Partners, Astarc Ventures",Private Equity,
2719,2017-11-21,Credit Mate,Technology,Vehicle loan approval platform,Mumbai,Paytm,Private Equity,
2720,2017-04-07,QorQI,Healthcare,Online Healthcare provider,Noida,Paytm,Seed Funding,
2721,2015-10-01,Abhibus,bus ticketing and fleet management platform,bus ticketing and fleet management platform,Hyderabad,Paytm (One97 communications),Private Equity,
2722,2015-10-01,Cleartax,Online Income Tax Filing platform,Online Income Tax Filing platform,Delhi,Paytm (One97 communications),Private Equity,
2723,2016-11-26,TapChief,Consumer Internet,Professional Expert Advice Platform,Bengaluru,"Paytm, Aprameya Radhakrishna, Subramanya Venkat, Venk Krishnan",Seed Funding,
2724,2016-05-12,Galleri5,Consumer Internet,Visual Content Discovery platform,Bengaluru,"Phanindra Sama, Raghunandan G,",Seed Funding,
2725,2017-04-24,Niramai,Healthcare,Breast Cancer Screening Solutions,Bengaluru,"pi Ventures, Axilor Ventures, 500 Startups, Binny Bansal",Seed Funding,
2726,2016-06-29,ImpactGuru,Consumer Internet,Crowdfunding Platform,Mumbai,Piyush Jain,Seed Funding,
2727,2018-02-21,HighRadius,Technology,Cloud-based Software,Hyderabad,"PNC, Citi Ventures",Private Equity,
2728,2017-04-28,Mintwalk,Consumer Internet,Financial advisory mobile app,Mumbai,Poshika Financial Ecosystem,Seed Funding,
2729,2015-04-18,Doormint,On-Demand Handyman Services,On-Demand Handyman Services,Mumbai,Powai Lake Ventures,Seed Funding,
2730,2015-07-07,Eatlo,Food Delivery platform,Online Food Delivery,Bengaluru,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,
2731,2015-03-13,Qyk,Industry / Vertical,Sub-Vertical,City / Location,"Powai Lake Ventures, Zishan Hayath, Abhishek Goyal, Sahil Barua",Seed Funding,
2732,2016-09-01,Renowala,ECommerce,Home Improvement Marketplace,Hyderabad,Pradeep Dhobale,Seed Funding,
2733,2016-05-23,EduRev,Consumer Internet,Education/E-learning,Gurugram,Pradeep Reddy Kamasan,Seed Funding,
2734,2016-12-23,MyAdvo,Consumer Internet,Legal Advice Platform,Delhi,"Pradyumna Dalmia, S. Somasegar & Others",Seed Funding,
2735,2015-09-21,ConnectAbank,Financial Products lead generation platform,Financial Products lead generation platform,Mumbai,Prakhar Bumb,Seed Funding,
2736,2016-11-17,Scienaptic,Technology,Data Analytics platform,Bengaluru,Pramod Bhasin,Seed Funding,
2737,2018-10-01,Northmist,Fashion,Mens Wear,Delhi,Prashant Jaiswal,Seed/ Angel Funding,
2738,2016-09-23,inMotion,Technology,Financial platform for daily wage earning communities,Noida,"Prashant Tandon, Gaurav Agarwal, Gaurav Bhogle, Shrishti Sahu, Shantanu Mathur, Prabhat Aggarwal",Seed Funding,
2739,2016-09-27,Canvs,Consumer Internet,Community Platform for Artists and Designers,Mumbai,Pratik Seal,Seed Funding,
2740,2015-07-06,ConfirmtTkt,Rail Ticket Confirmation predictor,Rail Ticket Confirmation predictor,Bengaluru,Pravin Agarwala & others,Seed Funding,
2741,2015-01-20,Amagi Media Labs,Industry / Vertical,Sub-Vertical,City / Location,Premji Invest & Mayfield Fund,Private Equity,
2742,2016-09-06,Lenskart,ECommerce,Online Eyewear eTailer,Delhi,PremjiInvest,Private Equity,
2743,2015-08-24,iZofy,Scientific Horoscope Online Assistance platform,Scientific Horoscope Online Assistance platform,Kolkata,Prime Capital Markets Ltd,Seed Funding,
2744,2016-09-26,EvenGini,Consumer Internet,Event Registration and Ticketing platform,Chennai,Procam International Pvt. Ltd,Private Equity,
2745,2015-05-12,Mobiefit,Mobile Fitness App,Mobile Fitness App,Goa,Prototyze,Seed Funding,
2746,2015-12-14,JetSetGo,Private Jet Bookings Marketplace,Private Jet Bookings Marketplace,Bengaluru,Puneet Dalmia,Private Equity,
2747,2016-03-09,Yana,Consumer Internet,Personal AI Transaction Engine App,Gurugram,"Puneet Gupta,",Seed Funding,
2748,2017-03-16,ShilpMIS,Technology,Virtual Reality platform,Surat,"Puneet Gupta, Nimitt Desai & Others",Seed Funding,
2749,2015-05-25,Razorpay,Online Payment Gateway,Online Payment Gateway,Bengaluru,Punit Soni,Seed Funding,
2750,2016-10-14,Innov8,Consumer Internet,Co-Working Spaces aggregator,Bengaluru,Punit Soni,Seed Funding,
2751,2016-01-22,Gajty,Healthcare,Salons & Spa Chain,Gurugram,Purvi Ventures,Seed ,
2752,2017-05-29,Nivesh,Consumer Internet,Online MF investment platform,Noida,"PV Sahad, Sandeep Shroff, Rahul Gupta",Seed Funding,
2753,2017-01-16,Oi Media,Technology,SAAS Based Media Marketing platform,Delhi,Quarizon,Seed Funding,
2754,2016-12-23,Asocon,Technology,Process management startup,Noida,Quarizon,Seed Funding,
2755,2016-10-14,BeatRoute,Technology,SAAS based mobile application platform,Gurugram,Quarizon Consultancy Services LLP,Seed Funding,
2756,2015-10-09,WoNoBo,360-degree view creating platform,360-degree view creating platform,Bengaluru,Quikr,Private Equity,
2757,2015-12-18,The News Minute,Online Media Publication,Online Media Publication,Bengaluru,Quintillion Media,Seed Funding,
2758,2015-10-21,Stockal,Personalized Stock Intelligence Platform,Personalized Stock Intelligence Platform,Bengaluru,"R Natarajan, Mohan Alexander",Seed Funding,
2759,2017-08-04,Box My Space,Logistics,Warehouse Aggregator,Mumbai,"R. Jayakumar, Vaibhav Vohra, Aditya Vazirani, Rhea Vazirani, AVN Business Solutions, Dreamweaver Investments",Seed Funding,
2760,2016-11-17,Trip Tap Toe,Consumer Internet,Online Travel Portal,Gurugram,R.S Sharma,Seed Funding,
2761,2016-10-07,Sibia Analytics,Technology,Marketing & Customer Analytics Solutions,Kolkata,Radhakrishnan Natarajan & Others,Seed Funding,
2762,2016-02-05,BHIVE,Real Estate,Workspace Rentals,Bengaluru,"Raghunandan G, Venturesity, Arihant Patni",Seed Funding,
2763,2017-10-09,ThirdWatch,Technology,AI-powered anti-fraud solutions,Gurugram,"Rahul Agarwalla, Keshav Sanghi, Batlivala & Karani Securities",Seed Funding,
2764,2016-03-10,Stylflip,ECommerce,Pre-Owned Fashion marketplace mobile app,Mumbai,"Raj Gala Shah, Zaheer Memon",Seed Funding,
2765,2016-09-13,Findow,Consumer Internet,Fashion Discovery Mobile app,Bengaluru,Raj Singh Bhandal,Seed Funding,
2766,2016-10-13,Maya,Consumer Internet,Womens Health Tracker App,Bengaluru,Rajan Anandan,Seed Funding,
2767,2016-04-18,Smytten,ECommerce,Online Discovery and Shopping Platform,Gurugram,Rajan Anandan,Seed Funding,
2768,2016-07-04,Fulfil.IO,Consumer Internet,Cloud Based ERP Software,US,Rajan Anandan,Seed Funding,
2769,2017-09-26,Inclov,Consumer Internet,Matchmaking app for the differently abled,Gurugram,"Rajan Anandan, Jamil Khatri, Ravi Iyer, Raghav Bahl",Seed Funding,
2770,2018-04-16,Pregbuddy,Healthcare,Connected Care App For Pregnant Women,Bengaluru,"Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh",Seed / Angel Funding,
2771,2015-01-13,AppVirality,Industry / Vertical,Sub-Vertical,City / Location,"Rajan Anandan, Mike Galgon, Ashim Mehra, Mohit Saxena, Ravi Gururaj, TNN Capital & IIG",Seed Funding,
2772,2016-01-01,Smartcooky,ECommerce,Health Food / Personal Care Marketplace,Delhi,"Rajan Anandan, Pramod Bhasin, Siddharth Pai, TV Mohandas Pai, Manvinder Singh Banga",Seed Funding,
2773,2015-05-13,Innovaccer,Intelligent Data Analytics,Intelligent Data Analytics,Noida,"Rajan Anandan, Teru Sato, Aneesh Reddy, Venkatesh Valluri",Seed Funding,
2774,2016-09-30,Kalaage,Consumer Internet,Social Networking Platform for Writers,Jaipur,Rajasthan Angel Innovators Network,Seed Funding,
2775,2017-08-03,Skill Connect,Consumer Internet,Recruitment Portal,Jaipur,Rajasthan Angel Investor Network,Seed Funding,
2776,2017-01-18,Direct Create,ECommerce,B2B Marketplace for Handicrafts,Gurugram,Rajasthan Venture Capital Fund,Seed Funding,
2777,2015-09-23,Credihealth,Healthcare Consulting platform,Healthcare Consulting platform,Gurugram,Rajat Malhotra,Seed Funding,
2778,2015-07-09,Notesgen,Online Study Notes Marketplace,Online Study Notes Marketplace,Delhi,"Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed Funding,
2779,2015-12-04,Splitkart,Splitting Bills Mobile App,Splitting Bills Mobile App,Delhi,"Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,",Seed Funding,
2780,2017-01-26,Kochi Post,Consumer Internet,English Online News portal,Kochi,"Rajesh Yohannan, Puthen & Cole",Seed Funding,
2781,2016-02-16,Medinfi,Consumer Internet,Doctor & Clinics Discovery platform,Bengaluru,"Rajnish Sinha, Prijit Debnath, Kanchan Ghoshal",Seed Funding,
2782,2016-05-06,Meesho,ECommerce,Social commerce platform,Bengaluru,Rajul Garg & Others,Seed Funding,
2783,2016-03-22,LifCare,Consumer Internet,Online Pharmacy portal,Jaipur,"Rajul Garg, Alok Mittal, Kunal Shah, Rishi Mandawat, Dheeraj Jain, Sandeep Tandon, Dexter Angel Circle",Seed Funding,
2784,2016-05-12,Dream Wallets,Consumer Internet,Online Crowdfunding platform,Jaipur,"Rakesh Gupta, Aditya Aggarwal, Siddharth Banerjee, Vikas Ranjan, Anshul Jindal, Sunil Koul, and Sanjeev Agrawal",Seed Funding,
2785,2016-04-15,Deal 4Loans,Consumer Internet,Loan Comparison Portal,Noida,"Ram Shriram, Neeraj Arora, Puru Vashishtha",Seed Funding,
2786,2016-04-01,PicsDream,Consumer Internet,Online Marketplace for Photographers,Delhi,Raman Roy,Seed Funding,
2787,2017-09-12,Sattviko,ECommerce,Health Food etailer,Delhi,"Raman Roy, Arvind Uppal, Sonu Bhasin, G Ravishankar",Seed Funding,
2788,2016-11-02,Sattviko,Food & Beverage,Health Food Restaurant Chain,Delhi,"Raman Roy, Ashish Gupta, Yogesh Andlay, Vaibhav Jain",Seed Funding,
2789,2016-01-11,Fashionablyin,Consumer Internet,Mobile based Geo-target Fashion Marketplace,Mumbai,Ranjan Mahtani,Seed Funding,
2790,2016-10-20,Stayology,Consumer Internet,Stay & Travel related services,Bengaluru,Ranjan Pai,Seed Funding,
2791,2016-02-15,Legistify,Consumer Internet,Online Legal services platform,Delhi,Ranjit Singh,Seed Funding,
2792,2016-07-27,IStyleyou,Consumer Internet,Online Fashion Styling & Chat app,Gurugram,Rannvijay Singh,Seed Funding,
2793,2018-06-13,What’s Up Life,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure and Events",Gurugram,Rannvijay Singha,Seed/ Angel Funding,
2794,2016-05-17,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Rata Tata,Private Equity,
2795,2016-02-29,Nestaway,Consumer Internet,Online Home Rental Marketplace,Bengaluru,Ratan Tata,Private Equity,
2796,2016-05-19,Niki.ai,Technology,Artificial Intelligence Platform,Bengaluru,Ratan Tata,Private Equity,
2797,2016-02-15,Snapbizz,Technology,Connectivity platform for local grocery stores,Bengaluru,Ratan Tata,Private Equity,
2798,2016-01-06,Tracxn,BFSI,Startup Funding Deal Discovery & Execution platform,Bengaluru,Ratan Tata,Seed Funding,
2799,2015-07-01,Ola Cabs,Cab rental Mobile app,Cab rental Mobile app,Bengaluru,Ratan Tata,Private Equity,
2800,2015-11-24,Crayon Data,Big Data Analytics Platform,Big Data Analytics Platform,Chennai/ Singapore,Ratan Tata,Private Equity,
2801,2015-02-09,CarDekho.com,Industry / Vertical,Sub-Vertical,City / Location,Ratan Tata,Private Equity,
2802,2015-03-13,Paytm,Industry / Vertical,Sub-Vertical,City / Location,Ratan Tata,Private Equity,
2803,2015-07-08,Ampere,Electric Scooter manufacturer,Electric Scooter manufacturer,Coimbatore,Ratan Tata,Seed Funding,
2804,2016-09-13,IdeaChakki,Consumer Internet,Restaurant Menu & Food mobile app,Delhi,Ratan Tata,Seed Funding,
2805,2016-01-19,Cashkaro,Consumer Internet,Coupon & Cashback platform,Gurugram,Ratan Tata,Private Equity,
2806,2015-12-11,UrbanClap,Hyperlocal On-Demand Household Services platform,Hyperlocal On-Demand Household Services platform,Gurugram,Ratan Tata,Private Equity,
2807,2015-06-03,KAARYAH,Women Lifestyle Marketplace,Women Lifestyle Marketplace,Gurugram,Ratan Tata,Seed Funding,
2808,2016-01-04,DogSpot,ECommerce,Online Pet Store,Gurugram,Ratan Tata,Seed Funding,
2809,2016-02-17,Bollant Industries,Technology,Eco-friendly consumer & packaging products,Hyderabad,Ratan Tata,Private Equity,
2810,2016-06-10,Kyazoonga,ECommerce,Online event ticketing Platform,Mumbai,Ratan Tata,Seed Funding,
2811,2016-10-04,GOQii,Consumer Internet,Health & Fitness Wearable Device,Mumbai,Ratan Tata,Private Equity,
2812,2015-09-02,HolaChef,Food Delivery Platform,Online Food Delivery,Mumbai,Ratan Tata,Private Equity,
2813,2015-11-03,Sabse,WiFi – first Cloud communication platform,WiFi – first Cloud communication platform,Mumbai,Ratan Tata,Private Equity,
2814,2016-04-19,LensKart,ECommerce,Eyewear etailing platform,Delhi,Ratan Tata,Private Equity,
2815,2016-02-08,Invictus Oncology,Healthcare,Cancer therapeutic Info & Solutions,Delhi,Ratan Tata,Private Equity,
2816,2016-02-08,Moglix,ECommerce,Industrial & Home Products Marketplace,Delhi,Ratan Tata,Private Equity,
2817,2016-01-21,FirstCry,ECommerce,Kids Focused eTailer,Pune,Ratan Tata,Private Equity,
2818,2016-01-27,Teabox.com,ECommerce,Specialty Tea ETailer,Siliguri,Ratan Tata,Private Equity,
2819,2016-06-10,MadRat Games,Technology,Wearable Gaming Platform,Bengaluru,"Ratan Tata, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Girish Mathrubootham",Seed Funding,
2820,2017-05-23,The Print,Consumer Internet,News Portal,Delhi,"Ratan Tata, Nandan Nilekani, Uday Kotak, Vijay Shekhar Sharma, Kiran Mazumdar-Shaw, Rajiv C Mody",Seed Funding,
2821,2015-08-31,Infinite Analytics,Big Data & predictive Analysis Platform,Big Data & predictive Analysis Platform,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,
2822,2015-08-17,YourStory,Startup Focused Online Publisher,Startup Focused Online Publisher,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,
2823,2015-08-27,Eazy Coach,Education Marketplace,Education Marketplace,Kolkata,Ravi Agarwal,Seed Funding,
2824,2016-09-10,Freshboxx,ECommerce,Fruits & vegetable eTailer,Hubli,Ravi Linganuri,Seed Funding,
2825,2017-06-14,Vanitycask,Consumer Internet,Beauty products discovery platform,Mumbai,RB Investments,Seed Funding,
2826,2016-12-30,InstantPay,Consumer Internet,Digital payments & recharge platform,Delhi,"RB Investments,  Kaleden Holdings",Private Equity,
2827,2015-07-04,Elanic,P2P Pre-owned goods marketplace,P2P Pre-owned goods marketplace,Bengaluru,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,
2828,2018-01-02,CleverTap,Technology,Mobile App Analytics,Mumbai,"Recruit Holdings, Sequoia Capital India, Accel Partners",Angel / Seed Funding,
2829,2017-04-13,SafetyKart,ECommerce,Safety & Hygiene Products etailer,Gurugram,Redcliffe Capital,Private Equity,
2830,2015-10-27,Simpli5d,Online user engagement platform,Online user engagement platform,Gurugram,"Redcliffe Capital, YourNest Angel Fund",Private Equity,
2831,2016-11-25,FunOnGo,Consumer Internet,Digital Media Content and Distribution platform,Mumbai,Reliance Entertainment,Private Equity,
2832,2015-08-07,GIBSS,Energy saving solutions provider,Energy saving solutions provider,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,
2833,2016-06-23,Padhopadhao,Consumer Internet,Home Tutors search & Discovery,Delhi,Rise India,Private Equity,
2834,2016-07-12,Find My Stay,Consumer Internet,Online Budget Hotel Aggregator & Booking Platform,Delhi,"Rishi Parti, Yogesh Bansal",Seed Funding,
2835,2017-09-14,Xprep,Consumer Internet,Online Tutoring Platform,Delhi,"Rising Stars, Manish Amin, Pallav Pandey, Chavi Jafa",Private Equity,
2836,2016-06-09,ExtraaEdge,Consumer Internet,Student Acquisition Platform,Pune,"Ritesh Dwivedy, Priti Padhy",Seed Funding,
2837,2017-09-27,GoChoppers,Consumer Internet,Luxury Helicopter Tourism Services portal,Gurugram,"Rivergate Capital,",Seed Funding,
2838,2016-04-19,OYOfit,Consumer Internet,Fitness Services Aggregator platform,Bengaluru,RN Agarwal,Seed Funding,
2839,2016-03-29,HealthEminds,Consumer Internet,Online mental healthcare,Bengaluru,Robin Utthappa,Seed Funding,
2840,2018-01-08,DAAKI,ECommerce,Sports Nutrition Supplement etailer,Bengaluru,Rohan Agila,Angel / Seed Funding,
2841,2015-01-07,Bewakoof,Industry / Vertical,Sub-Vertical,City / Location,"Rohit Bansal, Kunal Bahl, Nikhil Vora",Seed Funding,
2842,2015-08-18,Twyst,Location based engagement & rewards platform,Location based engagement & rewards platform,Gurugram,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,
2843,2015-08-17,MSM Box,Beauty & Lifestyle platform,Beauty & Lifestyle platform,Delhi,Rohit Goel,Seed Funding,
2844,2015-05-21,Knit,Industry / Vertical,Sub-Vertical,City / Location,"Rohit Jain, Amit Rambhia & Others",Seed Funding,
2845,2016-09-23,Parentlane,Consumer Internet,Social Platform for babycare and parenting,Bengaluru,Rohit MA,Seed Funding,
2846,2017-09-14,Gurukul,Consumer Internet,co-working space provider,Delhi,"Rohit Nanda, Rajit Nanda, Smarak Bhuyan, Sashwat Brahma,",Seed Funding,
2847,2017-04-03,Tyre Express,Technology,Enterprise IoT solutions For Tyre Performance,Mumbai,Rohitash Gupta,Seed Funding,
2848,2016-07-07,SpectraVR,Technology,Virtual Reality Content Studio,Mumbai,Rothenberg Ventures,Seed Funding,
2849,2017-07-28,Gympik.com,Consumer Internet,online marketplace for discovering fitness centres,Bengaluru,RoundGlass Partners,Seed Funding,
2850,2016-03-01,Gympik,Consumer Internet,"Fitness Centres, Gym Discovery online marketplace",Bengaluru,RoundGlass Partners,Private Equity,
2851,2016-08-03,Xcode,Healthcare,Personal Genomics,Chennai,RoundGlass Partners,Private Equity,
2852,2016-11-11,Life in Control,Consumer Internet,Online Diabetes Management platform,Gurugram,RoundGlass Partners,Private Equity,
2853,2016-10-18,BabyChakra,Consumer Internet,Parenting and Child Care portal,Mumbai,RoundGlass Partners,Private Equity,
2854,2016-01-13,Obino,Healthcare,Weigh Loss Coaching,Mumbai,RoundGlass Partners,Private Equity,
2855,2015-10-09,Curofy,Doctors Network Mobile App,Doctors Network Mobile App,Delhi,RoundGlass Partners,Private Equity,
2856,2017-11-15,ElderAid Wellness,Health Care,Social Healthcare Enterprise,Bengaluru,Rugmini Menon,Angel Funding,
2857,2015-03-23,Mosambee,Industry / Vertical,Sub-Vertical,City / Location,RVCF and SIDBI,Private Equity,
2858,2016-03-01,Testbook,Consumer Internet,Online Test Preparation Platform,Mumbai,S Chand & Co,Private Equity,
2859,2015-11-19,PlaceofOrigin,Online Gourmet Food Marketplace,Online Gourmet Food Marketplace,Bengaluru,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna,  Ganapathy Venugopal.",Seed Funding,
2860,2016-12-26,Pandorum Technologies,Technology,3D printed experimental Human Liver tissue creator,Bengaluru,"Sachin Bansal, Binny Bansal",Seed Funding,
2861,2015-12-11,Intelligent Interfaces,Interface development platform for Government officials,Interface development platform for Government officials,Bengaluru,"Sachin Bansal, Binny Bansal",Seed Funding,
2862,2016-02-22,SigTuple,Technology,Healthcare based Tech Solutions,Bengaluru,"Sachin Bansal, Binny Bansal, Accel Partners & Others",Seed Funding,
2863,2015-08-05,Zocalo,Rental Accomodation finder,Rental Accomodation finder,Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,
2864,2016-02-10,OyBob,ECommerce,Hyperlocal Products & Services marketplace,Gurugram,Sachin Dalal,Seed Funding,
2865,2016-03-22,Smartron,Technology,Internet of Things Device manufacturer,Bengaluru,Sachin Tendulkar,Private Equity,
2866,2016-08-22,Fitternity,Consumer Internet,Fitness Gym & Services Discovery platform,Mumbai,"Saha Fund, Exfinity Venture Partners & Others",Private Equity,
2867,2015-11-05,Bobble,Selfie Mobile App,Selfie Mobile App,Delhi,SAIF Partners & others,Private Equity,
2868,2015-11-06,Soothe Healthcare,affordable Personal Healthcare Products,affordable Personal Healthcare Products,Noida,Saina Nehwal,Seed Funding,
2869,2015-05-18,Awaaz De,Enterprise Communication Platform,Enterprise Communication Platform,Ahmedabad,Samir Shah,Seed Funding,
2870,2017-11-23,WittyFeed,Storytelling,Viral Content and storytelling platform,Indore,Sandeep Aggarwal,Seed/Angel Funding,
2871,2015-10-01,Wydr,Performance based Wholesale Marketplace,Performance based Wholesale Marketplace,Delhi,Sandeep Aggarwal,Seed Funding,
2872,2017-03-03,Nactus,Consumer Internet,Professional Tutors discovery & booking mobile app,Jaipur,"Sandeep Aggarwal, Gautam Chhaochharia, R Balachandar",Seed Funding,
2873,2015-07-09,Shopsity,Fashion Info Aggregator App,Fashion Info Aggregator App,Gurugram,"Sandeep Aggarwal, Teruhide Sato",Seed Funding,
